ID,Age,Income,Education,Marital_Status,Children,HasChildren,TotalSpend,TotalPurchases,AOV,Recency,TenureMonths,R_Score,F_Score,M_Score,RFM_Score,RFM_Label,Share_MntWines,Share_MntFruits,Share_MntMeatProducts,Share_MntFishProducts,Share_MntSweetProducts,Share_MntGoldProds,Share_NumWebPurchases,Share_NumCatalogPurchases,Share_NumStorePurchases,Share_NumDealsPurchases,WebConvRate_Approx,CLV_Proxy,AcceptedAnyCampaign,Response
8180,62,59354.0,Master,Divorced,2,1,310.0,15.0,20.666666666666668,53,10.68,3,3,3,9,Regulars,0.7516129032258064,0.0064516129032258064,0.17096774193548386,0.00967741935483871,0.016129032258064516,0.04516129032258064,0.4,0.06666666666666667,0.3333333333333333,0.2,1.0,104.49438202247192,0,0
2569,27,17323.0,Graduation,Married,0,0,46.0,5.0,9.2,38,23.85,4,1,1,6,New Customers,0.06521739130434782,0.30434782608695654,0.3695652173913043,0.13043478260869565,0.021739130434782608,0.10869565217391304,0.2,0.0,0.6,0.2,0.125,6.943396226415094,0,0
2114,68,82800.0,Phd,Single,0,0,1315.0,26.0,50.57692307692308,23,22.37,4,5,5,14,Champions,0.7650190114068441,0.016730038022813688,0.08745247148288973,0.044866920152091254,0.05171102661596958,0.034220532319391636,0.2692307692307692,0.23076923076923078,0.46153846153846156,0.038461538461538464,2.3333333333333335,211.62270898524812,1,1
9736,34,41850.0,Graduation,Married,2,1,96.0,9.0,10.666666666666666,51,21.39,3,2,2,7,Regulars,0.5520833333333334,0.052083333333333336,0.19791666666666666,0.020833333333333332,0.13541666666666666,0.041666666666666664,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.375,16.157082748948106,0,0
4939,68,37760.0,Graduation,Together,0,0,317.0,13.0,24.384615384615383,20,25.16,4,3,3,10,Loyal,0.26498422712933756,0.015772870662460567,0.11987381703470032,0.47318611987381703,0.03785488958990536,0.08832807570977919,0.3076923076923077,0.07692307692307693,0.46153846153846156,0.15384615384615385,0.5714285714285714,45.3577106518283,0,0
6565,65,76995.0,Master,Married,1,1,1782.0,26.0,68.53846153846153,91,18.3,1,5,5,11,Loyal,0.5679012345679012,0.04489337822671156,0.27946127946127947,0.0,0.008978675645342313,0.09876543209876543,0.4230769230769231,0.15384615384615385,0.34615384615384615,0.07692307692307693,2.2,350.5573770491803,1,0
2278,29,33812.0,2N Cycle,Single,1,1,133.0,8.0,16.625,86,23.06,1,2,2,5,At Risk,0.03007518796992481,0.12781954887218044,0.14285714285714285,0.22556390977443608,0.18045112781954886,0.2932330827067669,0.25,0.125,0.375,0.25,0.3333333333333333,20.763226366001735,0,0
9360,32,37040.0,Graduation,Married,0,0,316.0,12.0,26.333333333333332,41,25.92,3,3,3,9,Regulars,0.2721518987341772,0.006329113924050633,0.2310126582278481,0.21835443037974683,0.12025316455696203,0.1518987341772152,0.3333333333333333,0.16666666666666666,0.4166666666666667,0.08333333333333333,0.5,43.88888888888888,0,0
5376,35,7605.599999999999,Graduation,Married,1,1,920.0,22.800000000000182,40.35087719298213,42,20.96,3,5,4,12,Loyal,0.0010869565217391304,0.0010869565217391304,0.9945652173913043,0.0010869565217391304,0.0010869565217391304,0.0010869565217391304,0.0,0.47368421052632,0.08771929824561334,0.43859649122806665,0.0,158.01526717557252,0,0
1993,65,58607.0,Phd,Married,1,1,972.0,17.0,57.1764705882353,63,21.42,2,3,4,9,Regulars,0.8919753086419753,0.0,0.08847736625514403,0.0,0.0,0.01954732510288066,0.11764705882352941,0.17647058823529413,0.5294117647058824,0.17647058823529413,0.25,163.3613445378151,1,0
4047,60,65324.0,Phd,Married,1,1,544.0,20.0,27.2,0,8.8,5,4,3,12,Champions,0.7058823529411765,0.0,0.1875,0.03860294117647059,0.058823529411764705,0.009191176470588236,0.3,0.1,0.45,0.15,1.5,222.54545454545453,0,0
1409,63,40689.0,Graduation,Together,1,1,444.0,20.0,22.2,69,18.63,2,4,3,9,Regulars,0.6081081081081081,0.006756756756756757,0.060810810810810814,0.08783783783783784,0.013513513513513514,0.22297297297297297,0.35,0.05,0.25,0.35,0.875,85.79710144927536,0,0
7892,45,18589.0,Graduation,Single,0,0,75.0,8.0,9.375,89,21.09,1,2,2,5,At Risk,0.08,0.05333333333333334,0.3333333333333333,0.2,0.16,0.17333333333333334,0.25,0.125,0.375,0.25,0.2857142857142857,12.802275960170697,0,0
2404,38,53359.0,Graduation,Married,2,1,257.0,14.0,18.357142857142858,4,16.33,5,3,3,11,Loyal,0.6731517509727627,0.01556420233463035,0.11673151750972763,0.011673151750972763,0.023346303501945526,0.15953307392996108,0.35714285714285715,0.07142857142857142,0.2857142857142857,0.2857142857142857,0.7142857142857143,56.6564605021433,0,0
5255,28,51381.5,Graduation,Single,1,1,416.60000000000036,13.0,32.04615384615387,19,19.48,5,3,3,11,Loyal,0.012001920307249149,0.00240038406144983,0.007201152184349489,0.007201152184349489,0.42630820931349067,0.5448871819491113,0.8461538461538461,0.0,0.15384615384615385,0.0,11.0,76.9897330595483,0,0
9422,25,38360.0,Graduation,Married,1,1,131.0,9.0,14.555555555555555,26,16.2,4,2,2,8,New Customers,0.2748091603053435,0.015267175572519083,0.32061068702290074,0.15267175572519084,0.16030534351145037,0.07633587786259542,0.2222222222222222,0.1111111111111111,0.4444444444444444,0.2222222222222222,0.6666666666666666,29.11111111111111,0,0
1966,49,84618.0,Phd,Married,0,0,1672.0,26.0,64.3076923076923,96,10.45,1,5,5,11,Loyal,0.4090909090909091,0.05980861244019139,0.47906698564593303,0.012559808612440191,0.039473684210526314,0.0,0.23076923076923078,0.34615384615384615,0.38461538461538464,0.038461538461538464,3.0,576.0,1,0
6864,25,10979.0,Master,Divorced,0,0,30.0,8.0,3.75,34,4.5,4,2,1,7,New Customers,0.26666666666666666,0.13333333333333333,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.375,0.0,0.375,0.25,0.6,24.0,0,0
3033,51,38620.0,Master,Together,0,0,318.0,11.0,28.90909090909091,56,16.85,3,2,3,8,Regulars,0.3522012578616352,0.05345911949685535,0.13836477987421383,0.1069182389937107,0.06918238993710692,0.279874213836478,0.18181818181818182,0.45454545454545453,0.2727272727272727,0.09090909090909091,0.6666666666666666,67.94065281899108,0,0
5710,44,40548.0,Graduation,Together,1,1,120.0,9.0,13.333333333333334,31,23.85,4,2,2,8,New Customers,0.9166666666666666,0.0,0.041666666666666664,0.016666666666666666,0.0,0.025,0.2222222222222222,0.1111111111111111,0.4444444444444444,0.2222222222222222,0.4,18.11320754716981,1,0
7373,62,46610.0,Phd,Divorced,2,1,302.0,17.0,17.764705882352942,8,23.23,5,3,3,11,Loyal,0.31788079470198677,0.039735099337748346,0.31788079470198677,0.10927152317880795,0.0728476821192053,0.1423841059602649,0.23529411764705882,0.058823529411764705,0.35294117647058826,0.35294117647058826,0.6666666666666666,46.801549720189406,0,1
8755,68,68657.0,Master,Married,0,0,1196.0,18.0,66.44444444444444,4,19.48,5,4,5,14,Champions,0.40301003344481606,0.028428093645484948,0.39381270903010035,0.09949832775919733,0.056856187290969896,0.01839464882943144,0.16666666666666666,0.2777777777777778,0.5,0.05555555555555555,0.42857142857142855,221.0266940451745,0,0
10738,63,49389.0,Master,Single,2,1,65.0,6.0,10.833333333333334,55,13.24,3,1,2,6,Regulars,0.6153846153846154,0.0,0.2923076923076923,0.03076923076923077,0.015384615384615385,0.046153846153846156,0.3333333333333333,0.0,0.5,0.16666666666666666,0.2857142857142857,17.67371601208459,0,0
4339,44,67353.0,Phd,Married,1,1,913.0,28.0,32.607142857142854,37,9.17,4,5,4,13,Champions,0.768893756845564,0.018619934282584884,0.16538882803943045,0.0,0.008762322015334063,0.038335158817086525,0.17857142857142858,0.21428571428571427,0.42857142857142855,0.17857142857142858,2.5,358.42966194111233,0,0
10755,38,23718.0,2N Cycle,Married,1,1,81.0,9.0,9.0,76,13.11,2,2,2,6,At Risk,0.07407407407407407,0.037037037037037035,0.1728395061728395,0.18518518518518517,0.08641975308641975,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.42857142857142855,22.242562929061787,0,0
8595,41,42429.0,Graduation,Widow,1,1,67.0,7.0,9.571428571428571,99,7.79,1,1,2,4,At Risk,0.8208955223880597,0.0,0.08955223880597014,0.029850746268656716,0.0,0.05970149253731343,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.2,30.96277278562259,0,0
8601,34,80011.0,Graduation,Married,1,1,1394.6000000000004,21.0,66.40952380952383,3,17.25,5,4,5,14,Champions,0.30187867488885695,0.054495912806539495,0.38433959558296277,0.05879822171231893,0.1273483436110715,0.07313925139825038,0.38095238095238093,0.2857142857142857,0.23809523809523808,0.09523809523809523,2.0,291.0469565217393,0,0
503,29,20559.0,Master,Married,1,1,53.0,7.0,7.571428571428571,88,18.82,1,1,1,3,At Risk,0.24528301886792453,0.018867924528301886,0.5471698113207547,0.05660377358490566,0.0,0.1320754716981132,0.2857142857142857,0.0,0.42857142857142855,0.2857142857142857,0.25,10.138150903294367,0,0
8430,57,21994.0,Graduation,Together,1,1,22.0,4.0,5.5,4,21.39,5,1,1,7,New Customers,0.4090909090909091,0.0,0.2727272727272727,0.13636363636363635,0.045454545454545456,0.13636363636363635,0.0,0.0,0.75,0.25,0.0,3.7026647966339414,0,0
7281,55,51381.5,Phd,Single,0,0,186.0,9.0,20.666666666666668,80,11.01,1,2,2,5,At Risk,0.43548387096774194,0.05913978494623656,0.26881720430107525,0.016129032258064516,0.010752688172043012,0.20967741935483872,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.1111111111111111,0.5,60.817438692098094,0,0
2139,39,7605.599999999999,Master,Married,1,1,31.0,8.0,3.875,19,12.12,5,2,1,8,New Customers,0.0967741935483871,0.03225806451612903,0.3225806451612903,0.0967741935483871,0.06451612903225806,0.3870967741935484,0.25,0.0,0.375,0.375,0.4,9.207920792079209,0,0
1371,38,79941.0,Graduation,Single,0,0,981.8000000000002,16.0,61.36250000000001,72,3.29,2,3,4,9,Regulars,0.12528009777958848,0.16704013037278465,0.2709309431656141,0.22896720309635374,0.030556121409655728,0.17722550417600322,0.125,0.25,0.5625,0.0625,2.0,1074.3100303951371,0,0
9909,18,7605.599999999999,2N Cycle,Married,0,0,122.0,10.0,12.2,24,22.86,4,2,2,8,New Customers,0.02459016393442623,0.14754098360655737,0.11475409836065574,0.12295081967213115,0.18032786885245902,0.4098360655737705,0.3,0.1,0.3,0.3,0.3333333333333333,19.21259842519685,0,1
7286,46,41728.0,Graduation,Together,1,1,55.0,5.0,11.0,92,16.43,1,1,1,3,At Risk,0.23636363636363636,0.10909090909090909,0.2727272727272727,0.05454545454545454,0.09090909090909091,0.23636363636363636,0.4,0.0,0.4,0.2,0.2222222222222222,12.051125989044431,0,0
7244,63,51381.5,Graduation,Single,3,1,124.0,10.0,12.4,96,9.13,1,2,2,5,At Risk,0.3870967741935484,0.04032258064516129,0.3870967741935484,0.04838709677419355,0.08064516129032258,0.056451612903225805,0.2,0.1,0.4,0.3,0.3333333333333333,48.89375684556407,0,0
6566,60,72550.0,Phd,Married,2,1,1319.0,28.0,47.107142857142854,39,22.9,4,5,5,14,Champions,0.6262319939347991,0.03790750568612585,0.2403335860500379,0.03790750568612585,0.02880970432145565,0.02880970432145565,0.17857142857142858,0.07142857142857142,0.42857142857142855,0.32142857142857145,0.625,207.353711790393,0,0
8614,57,65486.0,Graduation,Widow,1,1,507.0,17.0,29.823529411764707,29,4.83,4,3,3,10,Loyal,0.4832347140039448,0.03747534516765286,0.2465483234714004,0.07297830374753451,0.13214990138067062,0.027613412228796843,0.23529411764705882,0.11764705882352941,0.5882352941176471,0.058823529411764705,2.0,377.888198757764,0,0
4114,50,79143.0,Master,Married,0,0,1693.0,29.0,58.37931034482759,2,25.82,5,5,5,15,Champions,0.38393384524512697,0.021854695806261076,0.4607206142941524,0.01594802126402835,0.09864146485528648,0.018901358535144713,0.20689655172413793,0.3103448275862069,0.4482758620689655,0.034482758620689655,2.0,236.0495739736638,0,0
1331,37,35790.0,Graduation,Single,1,1,72.0,7.0,10.285714285714286,54,21.09,3,1,2,6,Regulars,0.16666666666666666,0.08333333333333333,0.2777777777777778,0.4166666666666667,0.013888888888888888,0.041666666666666664,0.2857142857142857,0.0,0.42857142857142855,0.2857142857142857,0.2857142857142857,12.290184921763869,0,0
2225,37,82582.0,Graduation,Divorced,0,0,1603.0,21.0,76.33333333333333,54,3.98,3,4,5,12,Loyal,0.31815346225826574,0.07485963817841547,0.3431066749844042,0.09731752963194011,0.024953212726138492,0.14160948222083594,0.19047619047619047,0.42857142857142855,0.3333333333333333,0.047619047619047616,4.0,1449.9497487437186,1,1
9381,36,66373.0,Graduation,Married,2,1,606.0,23.0,26.347826086956523,57,15.8,3,5,3,11,Loyal,0.5412541254125413,0.01485148514851485,0.20462046204620463,0.019801980198019802,0.039603960396039604,0.17986798679867988,0.17391304347826086,0.08695652173913043,0.43478260869565216,0.30434782608695654,1.3333333333333333,138.0759493670886,0,0
6260,59,82384.0,Master,Together,0,0,1957.0,27.0,72.48148148148148,55,22.54,3,5,5,13,Loyal,0.5028104241185488,0.026060296371997957,0.22074603985692387,0.09197751660705161,0.061318344404701075,0.0970873786407767,0.1111111111111111,0.37037037037037035,0.48148148148148145,0.037037037037037035,3.0,312.56433007985805,1,1
10383,48,70287.0,Graduation,Divorced,0,0,1093.0,21.0,52.04761904761905,30,18.13,4,4,4,12,Champions,0.2698993595608417,0.03202195791399817,0.4409881061299177,0.11070448307410796,0.10978956999085086,0.036596523330283626,0.23809523809523808,0.23809523809523808,0.47619047619047616,0.047619047619047616,1.6666666666666667,217.0325427468285,0,1
7437,26,27938.0,Graduation,Single,1,1,29.0,6.0,4.833333333333333,31,5.29,4,1,1,6,New Customers,0.4482758620689655,0.0,0.27586206896551724,0.06896551724137931,0.034482758620689655,0.1724137931034483,0.16666666666666666,0.0,0.6666666666666666,0.16666666666666666,0.3333333333333333,19.73534971644612,0,0
8557,32,51381.5,Graduation,Single,1,1,46.0,7.0,6.571428571428571,57,15.64,3,1,1,5,Regulars,0.2391304347826087,0.06521739130434782,0.4782608695652174,0.043478260869565216,0.043478260869565216,0.13043478260869565,0.2857142857142857,0.0,0.42857142857142855,0.2857142857142857,0.3333333333333333,10.588235294117645,0,0
8375,46,55954.0,Phd,Married,1,1,518.0,19.0,27.263157894736842,63,7.13,2,4,3,9,Regulars,0.862934362934363,0.0,0.05405405405405406,0.0,0.0,0.08301158301158301,0.42105263157894735,0.10526315789473684,0.3157894736842105,0.15789473684210525,1.1428571428571428,261.5427769985975,0,0
6853,32,75777.0,Master,Single,0,0,1438.0,21.0,68.47619047619048,12,15.08,5,4,5,14,Champions,0.4951321279554937,0.01808066759388039,0.3741307371349096,0.04798331015299027,0.009040333796940195,0.055632823365785816,0.14285714285714285,0.2857142857142857,0.5238095238095238,0.047619047619047616,3.0,343.289124668435,1,1
3076,39,66653.0,Graduation,Together,2,1,612.0,22.0,27.818181818181817,18,24.93,5,4,3,12,Champions,0.738562091503268,0.029411764705882353,0.16666666666666666,0.026143790849673203,0.029411764705882353,0.00980392156862745,0.18181818181818182,0.09090909090909091,0.5454545454545454,0.18181818181818182,1.3333333333333333,88.3754512635379,0,0
1012,62,61823.0,Graduation,Single,1,1,884.0,24.0,36.833333333333336,26,19.55,4,5,4,13,Champions,0.5916289592760181,0.007918552036199095,0.1515837104072398,0.0418552036199095,0.01583710407239819,0.19117647058823528,0.3333333333333333,0.08333333333333333,0.4166666666666667,0.16666666666666666,1.1428571428571428,162.7826086956522,0,0
6518,63,67680.0,Phd,Widow,1,1,606.0,19.0,31.894736842105264,8,15.83,5,4,3,12,Champions,0.900990099009901,0.0,0.07920792079207921,0.0,0.009900990099009901,0.009900990099009901,0.3684210526315789,0.15789473684210525,0.42105263157894735,0.05263157894736842,1.4,137.81427668982943,0,0
4137,66,70666.0,Graduation,Together,0,0,1076.0,16.0,67.25,29,9.99,4,3,4,11,Loyal,0.36988847583643125,0.03717472118959108,0.34107806691449816,0.11059479553903345,0.11338289962825279,0.027881040892193308,0.4375,0.25,0.25,0.0625,1.75,387.7477477477477,0,0
8082,43,25721.0,Graduation,Married,1,1,34.0,5.0,6.8,75,16.52,2,1,1,4,At Risk,0.029411764705882353,0.08823529411764706,0.17647058823529413,0.08823529411764706,0.17647058823529413,0.4411764705882353,0.2,0.2,0.4,0.2,0.14285714285714285,7.409200968523001,0,1
1386,47,32474.0,Graduation,Together,2,1,12.0,4.0,3.0,0,4.86,5,1,1,7,New Customers,0.8333333333333334,0.0,0.16666666666666666,0.0,0.0,0.0,0.25,0.0,0.5,0.25,0.14285714285714285,8.888888888888888,0,0
9369,35,88194.0,2N Cycle,Single,1,1,1274.0,32.0,39.8125,19,6.6,5,5,5,15,Champions,0.5400313971742543,0.01098901098901099,0.2425431711145997,0.1577708006279435,0.018838304552590265,0.029827315541601257,0.34375,0.3125,0.3125,0.03125,2.2,694.9090909090909,1,1
4477,56,69096.0,Graduation,Together,1,1,653.0,18.0,36.27777777777778,4,12.29,5,4,4,13,Champions,0.3782542113323124,0.07503828483920368,0.2434915773353752,0.010719754977029096,0.12557427258805512,0.1669218989280245,0.2777777777777778,0.1111111111111111,0.5555555555555556,0.05555555555555555,1.25,191.27746135069162,0,0
1357,44,74854.0,Graduation,Together,3,1,1562.0,19.0,82.21052631578948,90,17.94,1,4,5,10,Loyal,0.5480153649167734,0.03777208706786172,0.3117797695262484,0.03713188220230474,0.01856594110115237,0.04673495518565941,0.10526315789473684,0.2631578947368421,0.2631578947368421,0.3684210526315789,0.4,313.4448160535117,0,0
1402,60,66991.0,Master,Married,0,0,1253.0,21.0,59.666666666666664,1,24.8,5,4,5,14,Champions,0.39584996009577017,0.028731045490822026,0.3671189146049481,0.15083798882681565,0.047885075818036714,0.009577015163607342,0.19047619047619047,0.38095238095238093,0.2857142857142857,0.14285714285714285,1.3333333333333333,181.88709677419354,0,0
10629,41,51381.5,2N Cycle,Married,1,1,109.0,9.0,12.11111111111111,25,24.7,4,2,2,8,New Customers,0.22935779816513763,0.027522935779816515,0.3944954128440367,0.1559633027522936,0.03669724770642202,0.1559633027522936,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.375,15.88663967611336,0,0
6312,55,65031.0,Graduation,Married,1,1,863.0,30.0,28.766666666666666,29,18.66,4,5,4,13,Champions,0.2989571263035921,0.12398609501738123,0.33719582850521435,0.09733487833140209,0.04287369640787949,0.0996523754345307,0.3333333333333333,0.1,0.43333333333333335,0.13333333333333333,1.4285714285714286,166.4951768488746,0,0
8132,39,60631.0,Phd,Married,2,1,661.0,24.0,27.541666666666668,88,18.04,1,5,4,10,Loyal,0.8547655068078669,0.009077155824508321,0.09833585476550681,0.0,0.009077155824508321,0.028744326777609682,0.375,0.08333333333333333,0.3333333333333333,0.20833333333333334,1.2857142857142858,131.9068736141907,1,0
1050,62,28332.0,Graduation,Married,0,0,65.0,8.0,8.125,58,5.22,3,2,2,7,Regulars,0.2153846153846154,0.15384615384615385,0.2,0.06153846153846154,0.23076923076923078,0.13846153846153847,0.25,0.125,0.5,0.125,1.0,44.827586206896555,0,0
5846,37,40246.0,Graduation,Divorced,1,1,13.0,4.0,3.25,68,21.55,2,1,1,4,At Risk,0.15384615384615385,0.07692307692307693,0.46153846153846156,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.25,0.0,0.5,0.25,0.16666666666666666,2.17169373549884,0,0
1859,42,75251.0,Master,Married,0,0,1880.0,19.0,98.94736842105263,34,25.3,4,4,5,13,Champions,0.38351063829787235,0.059042553191489364,0.4867021276595745,0.05159574468085106,0.009574468085106383,0.009574468085106383,0.3684210526315789,0.3157894736842105,0.2631578947368421,0.05263157894736842,1.4,267.5098814229249,0,1
7503,38,75825.0,Graduation,Single,0,0,2209.0,22.0,100.4090909090909,40,23.78,3,4,5,12,Loyal,0.46717971933001357,0.047532820280669984,0.35264825712992304,0.06201901312811227,0.047532820280669984,0.023087369850611137,0.22727272727272727,0.36363636363636365,0.4090909090909091,0.0,1.25,334.41547518923466,1,1
10401,38,26326.0,2N Cycle,Together,0,0,18.0,4.0,4.5,12,13.04,5,1,1,7,New Customers,0.05555555555555555,0.0,0.2777777777777778,0.0,0.16666666666666666,0.5,0.0,0.0,0.75,0.25,0.0,4.969325153374233,0,0
1618,49,56046.0,Graduation,Together,0,0,692.0,21.0,32.95238095238095,9,21.09,5,4,4,13,Champions,0.8338150289017341,0.0,0.09248554913294797,0.0,0.0,0.07369942196531792,0.47619047619047616,0.047619047619047616,0.38095238095238093,0.09523809523809523,1.25,118.12233285917495,1,1
3332,29,29760.0,Graduation,Single,1,1,165.0,12.0,13.75,87,25.23,1,3,2,6,At Risk,0.3878787878787879,0.024242424242424242,0.4121212121212121,0.04242424242424243,0.030303030303030304,0.10303030303030303,0.25,0.08333333333333333,0.3333333333333333,0.3333333333333333,0.375,23.543400713436387,0,0
2261,45,26304.0,Graduation,Married,1,1,16.0,4.0,4.0,5,15.44,5,1,1,7,New Customers,0.25,0.0625,0.3125,0.125,0.0,0.25,0.25,0.0,0.5,0.25,0.14285714285714285,3.730569948186529,0,0
5346,41,23559.0,2N Cycle,Married,1,1,79.0,9.0,8.777777777777779,87,15.11,1,2,2,5,At Risk,0.31645569620253167,0.06329113924050633,0.24050632911392406,0.08860759493670886,0.0,0.2911392405063291,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.42857142857142855,18.82197220383852,0,0
4119,51,38620.0,Master,Together,0,0,318.0,11.0,28.90909090909091,56,16.85,3,2,3,8,Regulars,0.3522012578616352,0.05345911949685535,0.13836477987421383,0.1069182389937107,0.06918238993710692,0.279874213836478,0.18181818181818182,0.45454545454545453,0.2727272727272727,0.09090909090909091,0.6666666666666666,67.94065281899108,0,0
535,27,81361.0,Graduation,Divorced,0,0,778.0,27.0,28.814814814814813,18,7.33,5,5,4,14,Champions,0.2095115681233933,0.02956298200514139,0.5449871465295629,0.03470437017994859,0.08354755784061697,0.09768637532133675,0.1111111111111111,0.37037037037037035,0.48148148148148145,0.037037037037037035,3.0,382.10095497953614,0,0
5268,54,29440.0,Graduation,Married,2,1,56.0,7.0,8.0,95,13.83,1,1,2,4,At Risk,0.30357142857142855,0.14285714285714285,0.25,0.17857142857142858,0.07142857142857142,0.05357142857142857,0.14285714285714285,0.0,0.5714285714285714,0.2857142857142857,0.14285714285714285,14.577006507592191,0,0
273,44,36138.0,Master,Married,2,1,151.0,13.0,11.615384615384615,48,14.68,3,3,2,8,Regulars,0.8609271523178808,0.0,0.10596026490066225,0.0,0.0,0.033112582781456956,0.23076923076923078,0.07692307692307693,0.3076923076923077,0.38461538461538464,0.42857142857142855,37.02997275204359,1,0
4452,57,50388.0,Graduation,Single,1,1,372.0,17.0,21.88235294117647,3,4.3,5,3,3,11,Loyal,0.7849462365591398,0.016129032258064516,0.09946236559139784,0.0,0.008064516129032258,0.0913978494623656,0.35294117647058826,0.058823529411764705,0.35294117647058826,0.23529411764705882,0.8571428571428571,311.44186046511635,1,1
